CSMA_CD_episodes,CSMA_CD_low,CSMA_CD_median,CSMA_CD_high,STR_episodes,STR_low,STR_median,STR_high,RR_episodes,RR_low,RR_median,RR_high,NoneBlind_episodes,NoneBlind_low,NoneBlind_median,NoneBlind_high,NoneSeeing_episodes,NoneSeeing_low,NoneSeeing_median,NoneSeeing_high
3250,0.02666666666666667,0.05333333333333334,0.8533333333333334,3250,0.0,0.05333333333333334,0.8533333333333334,3250,0.05333333333333334,0.2933333333333334,2.2666666666666666,3250,0.2933333333333334,1.0666666666666667,3.253333333333333,3250,0.2933333333333334,1.76,4.08
3500,0.0,0.08,1.0133333333333334,3500,0.0,0.26666666666666666,1.44,3500,0.08,0.56,2.346666666666667,3500,0.16,0.8266666666666668,3.1466666666666665,3500,0.9066666666666668,2.72,5.52
3750,0.0,0.16,1.3066666666666666,3750,0.0,0.45333333333333337,2.106666666666667,3750,0.21333333333333335,1.1466666666666667,3.04,3750,0.24,1.146666666666667,3.5733333333333333,3750,0.6133333333333334,2.08,4.826666666666666
4000,0.02666666666666667,0.5333333333333333,2.08,4000,0.08,0.4266666666666667,2.186666666666667,4000,0.29333333333333333,1.76,4.4,4000,0.26666666666666666,1.84,4.346666666666666,4000,0.37333333333333335,1.706666666666667,4.053333333333334
4250,0.24,1.12,3.626666666666667,4250,0.21333333333333335,1.2266666666666668,3.7333333333333334,4250,0.8266666666666668,2.853333333333333,6.053333333333333,4250,0.10666666666666667,1.44,3.8666666666666667,4250,0.5066666666666667,2.4,5.04
4500,0.4,1.7866666666666668,4.56,4500,0.3466666666666667,1.84,4.986666666666667,4500,0.8000000000000002,2.906666666666667,6.266666666666667,4500,0.4266666666666667,2.24,5.093333333333334,4500,0.72,2.56,5.946666666666666
4750,0.21333333333333335,1.4666666666666666,4.186666666666666,4750,1.0133333333333334,2.9333333333333336,6.213333333333334,4750,1.28,3.52,6.373333333333334,4750,0.32,1.7333333333333334,4.666666666666666,4750,1.12,3.386666666666667,7.786666666666667
5000,0.29333333333333333,1.7066666666666668,4.346666666666667,5000,1.7866666666666668,4.613333333333333,7.973333333333334,5000,1.386666666666667,3.8666666666666667,6.96,5000,1.0933333333333335,3.173333333333333,6.613333333333334,5000,1.68,5.12,9.306666666666668
5250,0.6133333333333334,2.746666666666667,5.733333333333333,5250,1.1466666666666667,3.44,6.56,5250,0.8533333333333335,3.3066666666666666,6.8,5250,1.1733333333333336,3.5733333333333333,6.693333333333334,5250,1.8666666666666665,5.386666666666667,9.813333333333333
5500,1.68,4.053333333333333,7.706666666666666,5500,0.88,2.906666666666667,5.36,5500,1.5200000000000002,3.893333333333333,7.120000000000001,5500,1.9733333333333334,4.533333333333333,7.68,5500,4.32,8.16,12.853333333333333
5750,1.4666666666666668,3.866666666666667,7.466666666666667,5750,0.9600000000000001,2.6933333333333334,5.413333333333333,5750,2.48,5.173333333333334,8.48,5750,1.9200000000000002,4.453333333333334,8.266666666666667,5750,4.906666666666666,9.2,13.653333333333334
6000,2.4533333333333336,5.573333333333334,9.013333333333332,6000,1.44,3.5999999999999996,6.96,6000,2.64,5.8933333333333335,9.04,6000,2.586666666666667,5.76,10.773333333333332,6000,5.52,10.08,15.12
6250,2.3733333333333335,5.2,8.96,6250,1.36,3.8133333333333335,7.546666666666668,6250,3.5733333333333333,6.746666666666667,10.746666666666666,6250,2.373333333333333,6.186666666666668,12.533333333333333,6250,5.626666666666666,10.053333333333333,15.84
6500,3.306666666666667,7.1466666666666665,11.493333333333332,6500,1.6266666666666667,4.64,8.266666666666667,6500,3.973333333333333,7.066666666666668,11.173333333333332,6500,2.0533333333333332,5.386666666666666,10.56,6500,7.2,13.333333333333334,20.933333333333337
6750,2.933333333333333,6.933333333333334,11.653333333333336,6750,1.9733333333333332,4.693333333333333,8.8,6750,4.32,8.053333333333333,12.613333333333332,6750,3.04,7.066666666666667,11.493333333333332,6750,8.746666666666668,14.48,19.946666666666665
7000,3.52,7.493333333333334,11.973333333333333,7000,2.7466666666666666,5.84,10.0,7000,4.293333333333334,7.573333333333333,11.6,7000,4.586666666666666,8.373333333333331,13.226666666666668,7000,9.76,15.040000000000003,21.36
