CSMA_CD_episodes,CSMA_CD_low,CSMA_CD_median,CSMA_CD_high,STR_episodes,STR_low,STR_median,STR_high,RR_episodes,RR_low,RR_median,RR_high,NoneBlind_episodes,NoneBlind_low,NoneBlind_median,NoneBlind_high,NoneSeeing_episodes,NoneSeeing_low,NoneSeeing_median,NoneSeeing_high
0,0.08,0.9333333333333333,2.7733333333333334,0,0.02666666666666667,0.5866666666666668,2.16,0,0.02666666666666667,0.21333333333333335,1.44,0,0.05333333333333334,0.4266666666666667,1.76,0,0.2933333333333334,0.8266666666666668,2.6133333333333333
250,0.02666666666666667,0.5066666666666667,2.48,250,0.02666666666666667,0.37333333333333335,1.4666666666666668,250,0.0,0.05333333333333334,0.6666666666666667,250,0.0,0.02666666666666667,0.32,250,0.02666666666666667,0.3466666666666667,1.6266666666666667
500,0.02666666666666667,0.16,0.96,500,0.0,0.10666666666666667,0.4,500,0.0,0.02666666666666667,0.24,500,0.0,0.0,0.08,500,0.0,0.02666666666666667,0.4266666666666667
750,0.0,0.08,0.7733333333333333,750,0.0,0.0,0.10666666666666667,750,0.0,0.0,0.05333333333333334,750,0.0,0.05333333333333334,0.32,750,0.0,0.0,0.26666666666666666
1000,0.0,0.02666666666666667,0.16,1000,0.0,0.02666666666666667,0.21333333333333335,1000,0.0,0.0,0.21333333333333335,1000,0.0,0.05333333333333334,0.5866666666666668,1000,0.0,0.02666666666666667,0.4266666666666667
1250,0.02666666666666667,0.05333333333333334,0.5066666666666667,1250,0.0,0.05333333333333334,0.45333333333333337,1250,0.0,0.02666666666666667,0.24,1250,0.0,0.0,0.37333333333333335,1250,0.0,0.05333333333333334,1.1733333333333336
1500,0.0,0.0,0.4,1500,0.0,0.02666666666666667,0.2933333333333334,1500,0.0,0.0,0.21333333333333335,1500,0.0,0.02666666666666667,0.37333333333333335,1500,0.02666666666666667,0.18666666666666668,0.9066666666666667
1750,0.0,0.16,0.9866666666666667,1750,0.0,0.08,1.04,1750,0.0,0.0,0.13333333333333333,1750,0.0,0.08,0.3733333333333333,1750,0.0,0.05333333333333334,1.0133333333333334
2000,0.0,0.26666666666666666,1.6533333333333335,2000,0.0,0.13333333333333333,0.7466666666666667,2000,0.0,0.0,0.24,2000,0.02666666666666667,0.3466666666666667,1.6533333333333335,2000,0.0,0.16,0.8266666666666668
2250,0.0,0.08,1.2266666666666668,2250,0.0,0.05333333333333334,0.5333333333333333,2250,0.0,0.02666666666666667,0.16,2250,0.02666666666666667,0.13333333333333333,1.0133333333333334,2250,0.05333333333333334,0.13333333333333333,0.8
2500,0.02666666666666667,0.08,0.8533333333333335,2500,0.05333333333333334,0.2933333333333334,1.6,2500,0.0,0.02666666666666667,0.10666666666666667,2500,0.0,0.08,0.7733333333333332,2500,0.13333333333333333,0.4,1.5466666666666666
2750,0.0,0.18666666666666668,1.3333333333333335,2750,0.0,0.13333333333333333,0.8266666666666668,2750,0.0,0.0,0.18666666666666668,2750,0.10666666666666667,0.5333333333333333,1.52,2750,0.32,1.6,4.266666666666667
3000,0.0,0.3466666666666667,1.84,3000,0.02666666666666667,0.4,1.8400000000000003,3000,0.0,0.02666666666666667,0.24,3000,0.18666666666666668,0.5866666666666668,2.2133333333333334,3000,0.48,2.08,4.346666666666667
3250,0.10666666666666667,0.7466666666666667,2.3733333333333335,3250,0.10666666666666667,0.72,2.506666666666667,3250,0.0,0.0,0.13333333333333333,3250,0.2933333333333334,1.0666666666666667,3.253333333333333,3250,0.2933333333333334,1.76,4.08
3500,0.13333333333333333,0.8266666666666668,3.0933333333333333,3500,0.42666666666666675,1.1466666666666665,3.84,3500,0.0,0.05333333333333334,0.13333333333333333,3500,0.16,0.8266666666666668,3.1466666666666665,3500,0.9066666666666668,2.72,5.52
3750,0.13333333333333333,1.0933333333333335,3.333333333333333,3750,0.24,1.4666666666666668,3.946666666666666,3750,0.0,0.0,0.08,3750,0.24,1.146666666666667,3.5733333333333333,3750,0.6133333333333334,2.08,4.826666666666666
4000,0.18666666666666668,1.2533333333333334,4.026666666666667,4000,0.88,2.8533333333333335,5.84,4000,0.0,0.0,0.05333333333333334,4000,0.26666666666666666,1.84,4.346666666666666,4000,0.37333333333333335,1.706666666666667,4.053333333333334
4250,0.32,1.8666666666666667,4.933333333333334,4250,1.36,3.92,7.04,4250,0.0,0.0,0.02666666666666667,4250,0.10666666666666667,1.44,3.8666666666666667,4250,0.5066666666666667,2.4,5.04
4500,1.0133333333333334,3.1999999999999997,6.24,4500,1.0933333333333335,2.6666666666666665,5.706666666666667,4500,0.0,0.02666666666666667,0.08,4500,0.4266666666666667,2.24,5.093333333333334,4500,0.72,2.56,5.946666666666666
4750,2.346666666666667,5.28,8.24,4750,0.4,2.026666666666667,5.333333333333333,4750,0.0,0.0,0.08,4750,0.32,1.7333333333333334,4.666666666666666,4750,1.12,3.386666666666667,7.786666666666667
5000,2.533333333333333,5.6,9.626666666666669,5000,0.6666666666666667,2.4266666666666667,6.053333333333334,5000,0.0,0.0,0.10666666666666667,5000,1.0933333333333335,3.173333333333333,6.613333333333334,5000,1.68,5.12,9.306666666666668
5250,2.56,5.973333333333334,11.253333333333334,5250,2.026666666666667,4.666666666666666,8.48,5250,0.0,0.0,0.05333333333333334,5250,1.1733333333333336,3.5733333333333333,6.693333333333334,5250,1.8666666666666665,5.386666666666667,9.813333333333333
5500,3.8666666666666667,7.36,11.866666666666667,5500,2.666666666666667,5.653333333333333,9.52,5500,0.0,0.0,0.08,5500,1.9733333333333334,4.533333333333333,7.68,5500,4.32,8.16,12.853333333333333
5750,3.5466666666666664,7.013333333333334,11.04,5750,4.426666666666666,8.266666666666667,12.186666666666667,5750,0.0,0.02666666666666667,0.24,5750,1.9200000000000002,4.453333333333334,8.266666666666667,5750,4.906666666666666,9.2,13.653333333333334
6000,3.8933333333333335,7.306666666666667,12.133333333333335,6000,7.12,12.32,17.36,6000,0.0,0.02666666666666667,0.2933333333333334,6000,2.586666666666667,5.76,10.773333333333332,6000,5.52,10.08,15.12
6250,4.293333333333333,8.186666666666667,13.733333333333334,6250,6.8533333333333335,12.266666666666667,17.013333333333335,6250,0.0,0.0,0.2933333333333334,6250,2.373333333333333,6.186666666666668,12.533333333333333,6250,5.626666666666666,10.053333333333333,15.84
6500,4.586666666666666,8.853333333333333,13.066666666666668,6500,7.146666666666667,11.546666666666669,16.8,6500,0.0,0.08,0.37333333333333335,6500,2.0533333333333332,5.386666666666666,10.56,6500,7.2,13.333333333333334,20.933333333333337
6750,4.986666666666667,8.586666666666668,13.333333333333332,6750,9.066666666666668,14.16,19.44,6750,0.0,0.02666666666666667,0.37333333333333335,6750,3.04,7.066666666666667,11.493333333333332,6750,8.746666666666668,14.48,19.946666666666665
